"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2022 Provincial General Election_10_27_2022",1,8,"2022-Jun-02","Sara Singh","KATHRIN MATUSIAK","NBO",821,0.0335608878714794,0
"2022 Provincial General Election_10_27_2022",1,71,"2022-Jun-02","France Gélinas","RANDY HAZLETT","PCP",9181,0.298598237226396,0
"2022 Provincial General Election_10_27_2022",1,121,"2022-Jun-02","Caroline Mulroney","BRENT FELLMAN","NBO",1633,0.0445833788358633,0
"2022 Provincial General Election_10_27_2022",1,18,"2022-Jun-02","Rick Nicholls","JENNIFER SURERUS","GPO",1244,0.0337401681583944,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","CHRISTINE HOGARTH","PCP",17978,0.374807155068173,842
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","JO-DEE BURBACH","NDP",9170,0.220448590042551,0
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","JILL DUNLOP","PCP",23041,0.498022263049822,14833
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","JESSICA BELL","NDP",13961,0.3754874801646,3789
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","CHELSEA HILLIER","PPR",324,0.00733280525065067,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","INTAB ALI","IND",127,0.00336986228673017,0
"2022 Provincial General Election_10_27_2022",1,11,"2022-Jun-02","Prabmeet Singh Sarkaria","MIKE MOL","NBO",974,0.0340535626879239,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","DOUG JOYNER","LIB",8013,0.191716910709159,0
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","PATRICK MAYANGI","PCP",7798,0.201639386652186,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","ALEKSEI POLYAKOV","MOD",105,0.00304153872892648,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","JENNIFER TUCK","LIB",6251,0.13915230844575,0
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","FRED BENNINK","PCP",14852,0.329919808072506,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","SILVIO URSOMARZO","FRE",129,0.00277008310249307,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","MILTON KANDIAS","NBO",515,0.0124624915303456,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","TONY STRAVATO","IND",697,0.014132197891322,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","THECLA ROSS","FRE",268,0.00589957514253637,0
"2022 Provincial General Election_10_27_2022",1,59,"2022-Jun-02","Parm Gill","KATHERINE CIRLINCIONE","NDP",3777,0.0970277699283274,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","FATIMA FARUQ","GPO",892,0.0279895823527566,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","DAVID SYLVESTRE","NAP",179,0.00464319991699307,0
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","SAMANTHA SANCHEZ","NDP",2840,0.0694427464117172,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","JOHN YAKABUSKI","PCP",24563,0.611202348959889,17691
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","ANA GABRIELA ORTIZ","ONP",251,0.00824789695057833,0
"2022 Provincial General Election_10_27_2022",1,6,"2022-Jun-02","Todd Smith","ERICA CHARLTON","GPO",2719,0.0626988885301849,0
"2022 Provincial General Election_10_27_2022",1,21,"2022-Jun-02","Vincent Ke","VINCENT KE","PCP",15041,0.474060766515381,3356
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","JESS GODDARD","PCP",4245,0.121560092780848,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","BILLY G GORDON","NAP",355,0.00671255152592368,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","REIMA KAIKKONEN","IND",201,0.00480734734878381,0
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","AISHA JAHANGIR","NDP",3290,0.131060032665418,0
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","BHUTILA KARPOCHE","NDP",23024,0.539658728670542,13477
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","GABE BOURDON","NDP",7150,0.137927043345744,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","DEREK SHARP","PSN",166,0.00422843751592032,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","CHRISTINE SANTOS","NDP",6291,0.166927587762358,0
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","JUDITH MONTEITH-FARRELL","NDP",8759,0.329310474471765,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","JAKE TUCKER","PPF",119,0.00328076753418614,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","CYNTHIA WORKMAN","ONP",521,0.0104446493725191,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","SYLVIA JONES","PCP",22911,0.496693910291153,14233
"2022 Provincial General Election_10_27_2022",1,124,"2022-Jun-02","Guy Bourgouin","FAUZIA SADIQ","COR",23,0.00317022742935906,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","GEORGE LE MAC","CNS",147,0.00341186027619821,0
"2022 Provincial General Election_10_27_2022",1,61,"2022-Jun-02","Kaleed Rasheed","WIKTOR JACHTHOLTZ","MOD",121,0.0035769185290292,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","SHELLEY BLACKMORE","LIB",8775,0.187132133412949,0
"2022 Provincial General Election_10_27_2022",1,53,"2022-Jun-02","Teresa J. Armstrong","JANE KOVARIKOVA","PCP",11224,0.327612375948628,0
"2022 Provincial General Election_10_27_2022",1,62,"2022-Jun-02","Sheref Sabawy","FARINA HASSAN","NDP",4521,0.121418020679468,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","RICK BYERS","PCP",20304,0.485613833680132,11805
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","JOSEPH WESTOVER","PPR",248,0.00593145344526559,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","FOURAT JAJOU","PPR",72,0.00189528547737502,0
"2022 Provincial General Election_10_27_2022",1,66,"2022-Jun-02","Lisa MacLeod","KATHLEEN CORRIVEAU","NBO",964,0.0221014741958411,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","LAURA CHESNIK","IND",204,0.00529169152551165,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","KHALID AHMED","NDP",6934,0.160390451517395,0
"2022 Provincial General Election_10_27_2022",1,96,"2022-Jun-02","Raymond Cho","ANITA ANANDARAJAN","LIB",7750,0.29606142797112,0
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","GORDON KERR","ONP",523,0.0148108291798822,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","ERICKUMAR EMMANUEL","MOD",105,0.00227632406182929,0
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","MICHELLE PETERSEN","GPO",2359,0.045506279056309,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","STAN CHO","PCP",14105,0.446601019535826,2115
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","CRAIG PESKETT","ONP",349,0.00818019876242265,0
"2022 Provincial General Election_10_27_2022",1,33,"2022-Jun-02","Mike Schreiner","PETER MCSHERRY","PCP",11149,0.204052124894762,0
"2022 Provincial General Election_10_27_2022",1,43,"2022-Jun-02","Merrilee Fullerton","SHAHBAZ SYED","LIB",10672,0.234194298755733,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","JONATHAN DAVIS","BEN",117,0.00298028427326914,0
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","JOHN KANARY","SNS",140,0.00376536403001533,0
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","TAD BRUDZINSKI","NBO",2089,0.0444912998104487,0
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","JEFF BURCH","NDP",16360,0.397010289264221,854
"2022 Provincial General Election_10_27_2022",1,82,"2022-Jun-02","Ernie Hardeman","CONNIE OLDENBURGER","NBO",1518,0.0342501297353399,0
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","MELISSA FELIÁN","PCP",16926,0.326510928065742,0
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","BRIAN MACLEAN","GPO",2036,0.0448942691451126,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","MARY-MARGARET MCMAHON","LIB",14398,0.354211769336745,898
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","GLEN ARMSTRONG","NBO",798,0.0143059464692279,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","JOHN KITTREDGE","LTN",225,0.00612078346028291,0
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","CARLA OLSON","PPR",972,0.0241905378163809,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","HASAN SYED","CEN",76,0.00175795706883789,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","CODY ZULINSKI","GPO",2537,0.0547877164946227,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","IBRAHIM DANIYAL","LIB",12345,0.28555236861584,0
"2022 Provincial General Election_10_27_2022",1,75,"2022-Jun-02","Effie Triantafilopoulos","JILL SERVICE","ONP",446,0.00947021976855292,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","ALLISON CILLIS","NDP",9995,0.227412345566654,0
"2022 Provincial General Election_10_27_2022",1,47,"2022-Jun-02","Laura Mae Lindo","KELLY STEISS","LIB",5728,0.14724178705465,0
"2022 Provincial General Election_10_27_2022",1,106,"2022-Jun-02","Michael Gravelle","TRACEY ALLISON MACKINNON","GPO",738,0.0299585938134286,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","JAIME RODRIGUEZ","PPR",28,0.00088655289237881,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","MATT MILLAR","NBO",2238,0.0511063917243269,0
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","THOMAS MULDER","ONP",1663,0.0376372071970126,0
"2022 Provincial General Election_10_27_2022",1,52,"2022-Jun-02","Steve Clark","DANIEL KITSCH","NBO",944,0.0220849709900805,0
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","LISA PATEL","LIB",6556,0.185585687595539,0
"2022 Provincial General Election_10_27_2022",1,66,"2022-Jun-02","Lisa MacLeod","KAITLYN TREMBLAY","GPO",1696,0.0388839214067909,0
"2022 Provincial General Election_10_27_2022",1,57,"2022-Jun-02","Logan Kanapathi","LOGAN KANAPATHI","PCP",14011,0.488205163942995,3248
"2022 Provincial General Election_10_27_2022",1,93,"2022-Jun-02","Aris Babikian","DONNY MORGAN","ONP",492,0.0171811705545467,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","BRANDON YING","IND",100,0.00289670355135855,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","TOM REGINA","GPO",3695,0.0755222172260148,0
"2022 Provincial General Election_10_27_2022",1,63,"2022-Jun-02","Rudy Cuzzetto","BRIAN CROMBIE","NAP",459,0.0107017952902775,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","THOMAS O'CONNOR","NBO",1868,0.0464815367771474,0
"2022 Provincial General Election_10_27_2022",1,56,"2022-Jun-02","Paul Calandra","MYLES O'BRIEN","GPO",1723,0.0394071770006633,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","MARIA TZVETANOVA","MOD",74,0.00232200571087891,0
"2022 Provincial General Election_10_27_2022",1,9,"2022-Jun-02","Gurratan Singh","MICHAEL BAYER","NBO",295,0.0101598016255683,0
"2022 Provincial General Election_10_27_2022",1,71,"2022-Jun-02","France Gélinas","WILLY SCHNEIDER","ONP",470,0.0152860441669106,0
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","JOHN FRASER","LIB",18282,0.451407407407407,8663
"2022 Provincial General Election_10_27_2022",1,44,"2022-Jun-02","Greg Rickford","JOANNE FORMANEK GUSTAFSON","NDP",3199,0.199202939161841,0
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","DOMENIC DILUCA","ONP",1052,0.0299152590570437,0
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","DREW CUMPSON","NDP",9146,0.206993323526084,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","JERRY PRIBIL","PCP",13051,0.302912846698387,0
"2022 Provincial General Election_10_27_2022",1,62,"2022-Jun-02","Sheref Sabawy","MICHELLE ANGKASA","GPO",1594,0.0428091849066738,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","CHRIS ARNEW","NBO",1098,0.0262704565030146,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","STEVEN DEL DUCA","LIB",12615,0.350825963624228,0
"2022 Provincial General Election_10_27_2022",1,73,"2022-Jun-02","David Piccini","VANESSA HEAD","ONP",1598,0.030807194771645,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","JENNIFER SNELL","SNS",105,0.00300678674722946,0
"2022 Provincial General Election_10_27_2022",1,49,"2022-Jun-02","Amy Fee","ISMAIL MOHAMED","LIB",5629,0.163178339517625,0
"2022 Provincial General Election_10_27_2022",1,101,"2022-Jun-02","Chris Glover","ANGELA ASHER","NBO",581,0.0171604099595357,0
"2022 Provincial General Election_10_27_2022",1,102,"2022-Jun-02","Jim McDonell","JACQUELINE MILNER","GPO",1477,0.0408982666002104,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","DON PINCIVERO","NBO",411,0.0146117747440273,0
"2022 Provincial General Election_10_27_2022",1,121,"2022-Jun-02","Caroline Mulroney","JULIE STEWART","GPO",2691,0.0734683848421972,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","CHANTALE LACHANCE","LIB",5300,0.155726626314862,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","RYAN MADILL","LIB",7175,0.166334384272997,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","RONALD STEPHENS","IND",212,0.00452102704085984,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","SIMON FOGEL","IND",77,0.00217066501282665,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","STEPHANIE WRIGHT","ONP",332,0.00983470584750281,0
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","SANDY SHAW","NDP",18197,0.404225070528911,3345
"2022 Provincial General Election_10_27_2022",1,49,"2022-Jun-02","Amy Fee","JOANNE WESTON","NDP",9118,0.264320500927644,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","JILL PROMOLI","LIB",13479,0.35481323541025,0
"2022 Provincial General Election_10_27_2022",1,119,"2022-Jun-02","Lisa Gretzky","JOHN LEONTOWICZ","PCP",11211,0.353080120937264,0
"2022 Provincial General Election_10_27_2022",1,77,"2022-Jun-02","Jennifer French","KATARINA DUNHAM","GPO",1641,0.0402117180033816,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","NIGEL CHERIYAN","COM",225,0.00771949085669194,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","BOBBI ANN BRADY","IND",15921,0.350474387478812,2070
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","MICHAEL DI MASCOLO","NBO",1400,0.034232339780424,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","BARBARA DOYLE","NDP",7692,0.157217021624494,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","KAREN GVENTER","NDP",5817,0.139126067302863,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","RON SHAW","NAP",131,0.00375132441797199,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","LAUREN DEARING","ONP",268,0.00682663406184726,0
"2022 Provincial General Election_10_27_2022",1,5,"2022-Jun-02","Doug Downey","HAYDEN HUGHES","NBO",1104,0.0279493670886076,0
"2022 Provincial General Election_10_27_2022",1,64,"2022-Jun-02","Deepak Anand","WASEEM AHMED","NDP",5140,0.177100919960032,0
"2022 Provincial General Election_10_27_2022",1,43,"2022-Jun-02","Merrilee Fullerton","BRIAN CHUIPKA","ONP",393,0.00862428405275516,0
"2022 Provincial General Election_10_27_2022",1,10,"2022-Jun-02","Kevin Yarde","ANEEP DHADE","GPO",895,0.0298084929225645,0
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","ERIC ARMSTRONG-GIROUX","ONP",587,0.01517854834122,0
"2022 Provincial General Election_10_27_2022",1,95,"2022-Jun-02","Mitzie Hunter","MITZIE HUNTER","LIB",13405,0.463055718677675,4282
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","ERIC ARNER","GPO",781,0.0293631100082713,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","THOMAS YANUZIELLO","GPO",2278,0.0474919734812159,0
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","MATT RICHTER","GPO",18102,0.406257013330939,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","THOMAS BORCSOK","IND",82,0.00147003459959484,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","ROBIN MARTIN","PCP",16605,0.422971114167813,524
"2022 Provincial General Election_10_27_2022",1,10,"2022-Jun-02","Kevin Yarde","HARINDER K. MALHI","LIB",8639,0.287726894254788,0
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","STEPHANIE LEBLANC","GPO",2397,0.0519911504424779,0
"2022 Provincial General Election_10_27_2022",1,6,"2022-Jun-02","Todd Smith","TODD SMITH","PCP",21381,0.493036019001061,12308
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","NICKI WARD","GPO",1784,0.0510867386386415,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","DANIELLA MIKANOVSKY","GPO",1155,0.0334569260181913,0
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","IGOR STRELKOV","MOD",69,0.00211922970607205,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","AARON HOPKINS","ONP",330,0.00875633507575556,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","LAURA MIRABELLA","LIB",10247,0.296825212907711,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","SHEFAZA ESMAIL","GPO",3110,0.0692311117047326,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","SELWYN J. HICKS","LIB",8499,0.203271866255292,0
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","IWONA CZARNECKA","NBO",1520,0.0366062182404932,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","GEMMA GREY-HALL","NDP",11551,0.299629062799927,0
"2022 Provincial General Election_10_27_2022",1,57,"2022-Jun-02","Logan Kanapathi","MANSOOR QURESHI","CEN",219,0.00763092790689571,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","KERSTIN KELLY","ONP",3949,0.0807137309406042,0
